clip_id,audio_path,transcript,duration_seconds,rms_mean,rms_std,f0_mean,f0_std,zcr_mean,spectral_centroid_mean,tempo_proxy,transcript_char_len,transcript_word_count,urgency_count,money_count,secrecy_count,pressure_count,id_avoidance_count,otp_pin_count,decision
clip_0286,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0286.wav,impact on agriculture. Most of the deficiencies in agriculture...,5.0,0.020077,0.018458,168.86,27.51,0.22261,2174.69,117.19,65,9,0,0,0,0,0,0,PROCEED
clip_0287,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0287.wav,"of follies created by us, which could have easily been avoided. I have to...",5.0,0.024429,0.020479,382.6,288.84,0.184919,1984.0,125.0,76,14,0,0,0,0,0,0,PROCEED
clip_0288,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0288.wav,point out the position of first man in life was...,5.0,0.028274,0.02937,142.95,37.15,0.191795,1968.24,170.45,50,10,0,0,0,0,0,0,PROCEED
clip_0289,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0289.wav,"set in 2015, turns for not only the exp...",5.0,0.027601,0.02518,469.38,390.71,0.201791,1996.02,104.17,42,9,0,0,0,0,0,0,PROCEED
clip_0290,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0290.wav,agriculture crops but also in the paddy sector because paddy farmers and maize,5.0,0.034274,0.027978,305.96,311.87,0.177243,1818.81,117.19,78,13,0,0,0,0,0,0,PROCEED
clip_0291,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0291.wav,farmers didn't have the glyphosate for wheat management and you can see that the country had...,5.0,0.027034,0.022629,161.05,41.72,0.170684,1882.38,156.25,95,16,0,0,0,0,0,0,PROCEED
clip_0292,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0292.wav,"to import rice and of course the latest that everybody knows, the ban on fertilizers.",5.0,0.027596,0.020885,145.49,7.94,0.181877,1899.5,125.0,85,15,0,0,0,0,0,0,PROCEED
clip_0293,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0293.wav,"at VD sites and fungicides, already we see a decline of 20%.",5.0,0.021694,0.01999,176.73,71.52,0.203937,2099.19,117.19,60,12,0,0,0,0,0,0,PROCEED
clip_0294,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0294.wav,percent in export drops such as tape and rubber we have had a drop of what,5.0,0.026679,0.023575,387.7,364.94,0.187774,1943.5,133.93,74,16,0,0,0,0,0,0,PROCEED
clip_0295,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0295.wav,And I am sure that paddy harvest also will be impacted to us.,5.0,0.026696,0.024429,385.23,359.21,0.192756,1999.22,98.68,61,13,0,0,0,0,0,0,PROCEED
clip_0296,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0296.wav,significant amount because of these inputs that have not gone in the appropriate time.,5.0,0.028348,0.026618,983.14,49.1,0.180512,1892.88,144.23,86,14,0,0,0,0,0,0,PROCEED
clip_0297,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0297.wav,have long term erosible,5.0,0.019124,0.020514,940.93,79.04,0.209976,2124.36,170.45,23,4,0,0,0,0,0,0,PROCEED
clip_0298,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0298.wav,Then other features of the sectors. I think this was discussed,5.0,0.024071,0.023451,1998.5,6.66,0.233884,2222.21,133.93,62,11,0,0,0,0,0,0,PROCEED
clip_0299,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0299.wav,"The multiplicity of state agencies and ministries, at one time I recall for the...",5.0,0.032645,0.02952,472.68,389.36,0.216766,2095.82,133.93,82,14,0,0,0,0,0,0,PROCEED
clip_0300,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0300.wav,"We had about nine ministries, one for cashew, one for sugarcane, one for tea.",5.0,0.036204,0.026333,544.68,399.17,0.175896,1880.74,133.93,77,14,0,0,0,0,0,0,PROCEED
clip_0301,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0301.wav,"one for JDB, so this is one of the salient aspects of our industry.",5.0,0.031363,0.023532,352.44,332.27,0.207137,2061.49,93.75,67,14,0,0,0,0,0,0,PROCEED
clip_0302,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0302.wav,Then we have complex administrative and land governance systems.,5.0,0.026647,0.020763,161.34,34.47,0.198563,2018.97,144.23,64,9,0,0,0,0,0,0,PROCEED
clip_0303,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0303.wav,"operational land loss, limiting flexibility, information system.",5.0,0.024364,0.019778,171.66,28.05,0.185457,1999.32,117.19,64,7,0,0,0,0,0,0,PROCEED
clip_0304,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0304.wav,market and the farmer at the ground level doesn't know.,5.0,0.035967,0.037741,496.27,385.69,0.190237,1914.25,110.29,55,10,0,0,0,0,0,0,PROCEED
clip_0305,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0305.wav,I think we have all read about clots of vegetables at one time.,5.0,0.03071,0.027704,138.37,10.41,0.179041,1889.8,117.19,63,13,0,0,0,0,0,0,PROCEED
clip_0306,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0306.wav,allow it to rot and farmers committing suicide that is because our system is not,5.0,0.034129,0.032075,1003.22,34.66,0.180891,1876.17,144.23,80,15,0,0,0,0,0,0,PROCEED
clip_0307,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0307.wav,"to give the right information, market information to the growers on the ground, then we have",5.0,0.03165,0.025143,154.39,8.41,0.177775,1824.18,117.19,92,16,0,0,0,0,0,0,PROCEED
clip_0308,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0308.wav,"We have four infrastructure facilities for transport and storage, then we have Plethorov.",5.0,0.038146,0.034009,979.45,45.64,0.188533,1913.32,125.0,89,13,0,0,0,0,0,0,PROCEED
clip_0309,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0309.wav,most excessive regulations and controls and laws.,5.0,0.028788,0.0257,459.61,394.58,0.189574,1925.89,104.17,49,7,0,0,0,0,0,0,PROCEED
clip_0310,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0310.wav,drawn out approved protocols and some very archaic laws.,5.0,0.030467,0.025879,160.59,18.96,0.183967,1876.82,117.19,56,9,0,0,0,0,0,0,PROCEED
clip_0311,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0311.wav,"of agriculture, timing is everything. You need to do certain things at a certain time.",5.0,0.025573,0.022909,170.94,13.59,0.185307,1934.81,110.29,86,15,0,0,0,0,0,0,PROCEED
clip_0312,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0312.wav,"And if you do not do it at that time, then that exercise is useless.",5.0,0.026954,0.027347,343.1,366.71,0.1778,1884.01,110.29,68,15,0,0,0,0,0,0,PROCEED
clip_0313,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0313.wav,of examples of all these bureaucracy and the delays it entails.,5.0,0.026218,0.021897,364.11,347.99,0.184881,1974.62,110.29,63,11,0,0,0,0,0,0,PROCEED
clip_0314,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0314.wav,Of course we have archaic labour laws as explained earlier and people don't like to...,5.0,0.03199,0.027753,973.82,54.11,0.176549,1838.53,104.17,86,15,0,0,0,0,0,0,PROCEED
clip_0315,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0315.wav,to employ or engage regular workers in agriculture because agriculture has its season.,5.0,0.030134,0.024125,249.89,273.56,0.181961,1897.67,125.0,86,13,0,0,0,0,0,0,PROCEED
clip_0316,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0316.wav,functionality features of them then there are some times,5.0,0.027444,0.023867,277.77,297.16,0.201228,2016.27,125.0,56,9,0,0,0,0,0,0,PROCEED
clip_0317,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0317.wav,of the year that you have to have less work but our labour laws do not commit such a flexibility.,5.0,0.033171,0.02407,777.92,392.13,0.190896,1905.2,117.19,97,20,0,0,0,0,0,0,PROCEED
clip_0318,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0318.wav,"then political will to make unpopular decisions, classic case.",5.0,0.028401,0.020656,139.97,17.35,0.20844,2064.18,156.25,62,9,0,0,0,0,0,0,PROCEED
clip_0319,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0319.wav,"the oil path. There is much debate, but science has proved that it is not detrimental.",5.0,0.035913,0.035757,484.71,426.26,0.181526,1860.88,117.19,86,16,0,0,0,0,0,0,PROCEED
clip_0320,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0320.wav,the soil if properly cultivated. It's a very very valuable crash drop.,5.0,0.030046,0.023351,441.86,396.78,0.181215,1834.54,110.29,70,12,0,0,0,0,0,0,PROCEED
clip_0321,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0321.wav,At least 1 million rupees profit as opposed to rubber that you have to run it at a loss,5.0,0.031706,0.026719,648.11,429.47,0.172307,1820.46,170.45,87,19,0,0,0,0,0,0,PROCEED
clip_0322,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0322.wav,"So when you have profits, the industry and the people engage, and it prospers.",5.0,0.028133,0.021479,1000.25,60.85,0.208891,2031.34,133.93,78,14,0,0,0,0,0,0,PROCEED
clip_0323,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0323.wav,policy makers have to take. Accelerator...,5.0,0.02504,0.016052,148.23,31.89,0.2032,1989.4,117.19,42,6,0,0,0,0,0,0,PROCEED
clip_0324,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0324.wav,"outmigration of skilled and talented people from the industry, most of the farm",5.0,0.033747,0.031651,498.1,406.45,0.177993,1832.35,117.19,79,13,0,0,0,0,0,0,PROCEED
clip_0325,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0325.wav,"outage, age of farmers...",5.0,0.029865,0.028982,796.96,371.95,0.195555,1956.01,110.29,25,4,0,0,0,0,0,0,PROCEED
clip_0326,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0326.wav,has gone up to about 55 years according to statistics that means,5.0,0.030083,0.026785,731.04,409.58,0.185911,1865.67,144.23,64,12,0,0,0,0,0,0,PROCEED
clip_0327,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0327.wav,Young people are not coming in power. The older people are remaining,5.0,0.034211,0.027635,356.33,367.84,0.172139,1819.97,133.93,68,12,0,0,0,0,0,0,PROCEED
clip_0328,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0328.wav,"age group of 19 to 24, less than 1% in agriculture.",5.0,0.02961,0.024405,450.26,363.51,0.187046,1910.94,110.29,51,11,0,0,0,0,0,0,PROCEED
clip_0329,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0329.wav,That means agriculture is definitely not an attractive proposition for them. So that is the most...,5.0,0.024564,0.016149,146.03,11.58,0.189829,1917.47,144.23,99,16,0,0,0,0,0,0,PROCEED
clip_0330,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0330.wav,"productive and that's the age people can put their labour, because agriculture...",5.0,0.025883,0.021944,140.1,11.85,0.190053,1935.61,89.29,81,12,0,0,0,0,0,0,PROCEED
clip_0331,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0331.wav,"a very labor-intensive job, but you can see that there is no attraction in agriculture for youngsters.",5.0,0.026401,0.017317,143.62,8.54,0.1979,1958.96,110.29,102,17,0,0,0,0,0,0,PROCEED
clip_0332,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0332.wav,"then of course low status, societal acceptance and dignity for agriculture work.",5.0,0.028653,0.023182,164.4,12.41,0.191748,1922.14,125.0,80,12,0,0,0,0,0,0,PROCEED
clip_0333,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0333.wav,We understand that no farmer's son or no one will want...,5.0,0.035348,0.032272,958.63,64.65,0.185,1876.17,125.0,57,11,0,0,0,0,0,0,PROCEED
clip_0334,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0334.wav,to continue as a farmer or even a tea or a way state tapper would not want the children to,5.0,0.039751,0.034361,861.47,293.66,0.162383,1747.36,125.0,90,20,0,0,0,0,0,0,PROCEED
clip_0335,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0335.wav,"So, we need to change and introduce different working models.",5.0,0.024791,0.017687,139.52,23.78,0.199101,1974.06,125.0,61,10,0,0,0,0,0,0,PROCEED
clip_0336,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0336.wav,to make the farming or agricultural work attractive to the people engaged in those,5.0,0.030752,0.03115,390.0,395.88,0.186915,1922.02,133.93,82,14,0,0,0,0,0,0,PROCEED
clip_0337,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0337.wav,"areas, then we have commoditization of the product.",5.0,0.022347,0.020221,165.36,40.79,0.215827,2107.52,144.23,51,8,0,0,0,0,0,0,PROCEED
clip_0338,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0338.wav,That is one important reason why agriculture has not taken off. Look at the case of...,5.0,0.028693,0.022031,149.79,16.16,0.192796,1904.63,93.75,86,16,0,0,0,0,0,0,PROCEED
clip_0339,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0339.wav,a hundred and fifty years of our country.,5.0,0.016062,0.017427,184.02,77.18,0.221067,2217.6,117.19,41,8,0,0,0,0,0,0,PROCEED
clip_0340,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0340.wav,"Even now, we are sending only 10% in a value-added form.",5.0,0.023712,0.021551,143.25,12.77,0.194793,2018.97,104.17,56,11,1,0,0,0,0,0,PROCEED
clip_0341,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0341.wav,it value-added but it's boxes and bags. I don't believe that it's real value-addition.,5.0,0.024226,0.017469,143.12,6.88,0.184141,1923.47,117.19,86,14,0,0,0,0,0,0,PROCEED
clip_0342,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0342.wav,The control of the retail is very much evident.,5.0,0.02334,0.024558,163.27,9.27,0.20385,2048.68,133.93,47,9,0,0,0,0,0,0,PROCEED
clip_0343,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0343.wav,and only send 10% as...,5.0,0.022345,0.024832,150.58,26.77,0.207958,2084.41,98.68,23,5,0,0,0,0,0,0,PROCEED
clip_0344,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0344.wav,value added for. So then our product range and quality has to diversify.,5.0,0.027291,0.022781,370.73,310.93,0.20147,1987.96,133.93,72,13,0,0,0,0,0,0,PROCEED
clip_0345,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0345.wav,the institutional support for research and development...,5.0,0.02399,0.02158,912.13,84.97,0.210163,2079.21,104.17,57,7,0,0,0,0,0,0,PROCEED
clip_0346,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0346.wav,extension and research. So I'm not going to go through that. I think this will be in the conference.,5.0,0.032816,0.027263,499.26,402.94,0.195499,1974.94,117.19,100,19,0,0,0,0,0,0,PROCEED
clip_0347,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0347.wav,proceedings so very quickly I want to just touch on way forward because of,5.0,0.03545,0.027301,149.07,23.12,0.197123,1930.06,117.19,74,14,0,0,0,0,0,0,PROCEED
clip_0348,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0348.wav,"in terms of time, in terms of the land that the government is holding.",5.0,0.030584,0.025208,998.19,37.36,0.195776,1961.66,144.23,70,14,0,0,0,0,0,0,PROCEED
clip_0349,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0349.wav,"They had to let it go in a scientific, methodical manner. How they can do it?",5.0,0.02902,0.029939,516.89,382.04,0.197001,1986.53,133.93,77,16,0,0,0,0,0,0,PROCEED
clip_0350,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0350.wav,that is to have a non-partisan expert tunnel to advise and set,5.0,0.034918,0.036587,165.34,16.3,0.191851,1921.5,156.25,62,12,0,0,0,0,0,0,PROCEED
clip_0351,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0351.wav,permanent policy on agriculture.,5.0,0.036907,0.039794,655.79,424.41,0.186178,1902.49,104.17,32,4,0,0,0,0,0,0,PROCEED
clip_0352,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0352.wav,"in agriculture. They should not, it is not only the business of business which is not the business of agriculture.",5.0,0.028581,0.023642,148.88,8.02,0.193807,1960.15,117.19,114,20,0,0,0,0,0,0,PROCEED
clip_0353,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0353.wav,"business of government. National land policy, GIS mapping, I say GIS mapping in",5.0,0.033262,0.026477,467.0,403.46,0.196597,1953.47,104.17,79,13,0,0,0,0,0,0,PROCEED
clip_0354,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0354.wav,"In Korea, they have mapped every acre or even smaller and identify the soil and the...",5.0,0.035899,0.025592,293.98,292.06,0.171153,1794.27,98.68,86,16,0,0,0,0,0,0,PROCEED
clip_0355,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0355.wav,ecosystem there and recommended plants and crops that can be grown so we also can adapt,5.0,0.039274,0.029087,539.86,415.22,0.169032,1781.26,117.19,87,16,0,0,0,0,0,0,PROCEED
clip_0356,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0356.wav,"Then centralised agriculture related ministries, consistency and...",5.0,0.025907,0.018256,168.48,17.52,0.22116,2147.96,125.0,67,7,0,0,0,0,0,0,PROCEED
clip_0357,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0357.wav,"policy, liberalise land tenure, free up land held by the state, and concert...",5.0,0.02917,0.022734,247.38,235.11,0.204478,2057.95,98.68,78,13,0,0,0,0,0,0,PROCEED
clip_0358,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0358.wav,"the small holdings and support research, use state resources.",5.0,0.028092,0.029965,395.22,349.52,0.231778,2197.19,117.19,61,9,0,0,0,0,0,0,PROCEED
clip_0359,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0359.wav,Surely we can use our resources and clear a lot of available agriculture lands and have agriculture...,5.0,0.036398,0.020685,162.16,13.04,0.169126,1776.27,117.19,102,17,0,0,0,0,0,0,PROCEED
clip_0360,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0360.wav,such as zones like the BOI and give 100 hectares or 200 hectares for willing,5.0,0.034532,0.023328,361.12,376.0,0.168609,1812.31,133.93,76,15,0,0,0,0,0,0,PROCEED
clip_0361,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0361.wav,"companies to start agriculture in the dry zone, we have enough water facilities and",5.0,0.032077,0.028563,989.08,36.83,0.192442,1927.29,110.29,83,14,0,0,0,0,0,0,PROCEED
clip_0362,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0362.wav,"irrigation facilities, encourage wider technology, level playing field.",5.0,0.028313,0.023405,175.78,33.56,0.209103,2043.53,133.93,71,8,0,0,0,0,0,0,PROCEED
clip_0363,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0363.wav,"for the producer giving fair value, correct the information asymmetry and have...",5.0,0.029965,0.018652,157.95,21.66,0.196336,1977.71,133.93,81,12,0,0,0,0,0,0,PROCEED
clip_0364,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0364.wav,supportive infrastructure and all this will encourage external investments in,5.0,0.026625,0.021389,353.6,320.09,0.208885,2075.7,104.17,77,10,0,0,0,0,0,0,PROCEED
clip_0365,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0365.wav,commercial agriculture. So I will.,5.0,0.019078,0.021041,553.49,374.15,0.222532,2159.65,133.93,34,5,0,0,0,0,0,0,PROCEED
clip_0366,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0366.wav,"I have some more points, I'm sure this is all very...",5.0,0.025692,0.023992,387.53,382.96,0.192047,1968.69,125.0,53,11,0,0,0,0,0,0,PROCEED
clip_0367,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0367.wav,"quickly digital inventory, land suitability and land utilization plans.",5.0,0.023588,0.017892,164.42,15.93,0.192094,2038.28,104.17,71,9,0,0,0,0,0,0,PROCEED
clip_0368,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0368.wav,"equitable land use policies, provide stimulus. Now, this is very important if you are going...",5.0,0.027601,0.022685,213.68,119.67,0.189167,1951.82,144.23,94,15,1,0,0,0,0,0,PROCEED
clip_0369,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0369.wav,agriculture like what the government did when the coffee industry was decimated.,5.0,0.026912,0.019075,330.92,315.26,0.16372,1845.47,125.0,80,12,0,0,0,0,0,0,PROCEED
clip_0370,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0370.wav,than tea came in they provided so much of stimulus to promote tea so likewise we'll have to,5.0,0.032163,0.024519,707.37,384.61,0.193773,1942.13,156.25,91,18,0,0,0,0,0,0,PROCEED
clip_0371,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0371.wav,provide lot of stimulus to expand our agriculture with.,5.0,0.026539,0.024087,341.57,343.54,0.202615,2018.48,117.19,55,9,0,0,0,0,0,0,PROCEED
clip_0372,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0372.wav,"different crops to be grown, whether at forecasting and",5.0,0.02547,0.023781,167.16,27.33,0.189344,1967.01,125.0,55,9,0,0,0,0,0,0,PROCEED
clip_0373,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0373.wav,early warning systems and another important thing is stop illogical expropriation.,5.0,0.027709,0.027958,241.65,223.3,0.209087,2109.35,78.12,82,11,0,0,0,0,0,0,PROCEED
clip_0374,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0374.wav,of land. We have many cases where productive crop-bearing land have been taken over.,5.0,0.029015,0.0195,271.63,280.0,0.183843,1891.51,104.17,84,14,0,0,0,0,0,0,PROCEED
clip_0375,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0375.wav,"by the government and allowed to go to Rack and Grain. Then finally, degradation in...",5.0,0.029436,0.0234,160.98,19.6,0.181115,1894.11,110.29,86,15,0,0,0,0,0,0,PROCEED
clip_0376,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0376.wav,and land use must be stopped and monitor agriculture land.,4.18,0.027791,0.018481,147.45,11.05,0.198175,1998.91,144.23,58,10,0,0,0,0,0,0,PROCEED
clip_0377,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0377.wav,"fragmentation, scarcity and conversion of agriculture land to other uses.",5.0,0.024832,0.020033,158.68,14.3,0.20933,2046.87,144.23,73,10,0,0,0,0,0,0,PROCEED
clip_0378,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0378.wav,"So ladies and gentlemen, I am going to finish now. We need to change the perspective.",5.0,0.024363,0.021183,172.44,8.17,0.201197,2041.59,133.93,85,16,1,0,0,0,0,0,PROCEED
clip_0379,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0379.wav,"enough time arguing whether agriculture is good or bad, there is a definite potential",5.0,0.033318,0.027718,172.26,16.15,0.1967,1997.76,93.75,85,14,0,0,0,0,0,0,PROCEED
clip_0380,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0380.wav,for improvement of our agriculture sector if we can take the right policies.,5.0,0.028574,0.023938,901.16,71.02,0.20319,2003.25,125.0,76,13,0,0,0,0,0,0,PROCEED
clip_0381,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0381.wav,and we need to look at agriculture as something positive and not something that is,5.0,0.030044,0.025856,351.56,361.22,0.186794,1966.18,133.93,82,15,0,0,0,0,0,0,PROCEED
clip_0382,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0382.wav,"There is potential, the people, the culture, the history.",5.0,0.023995,0.021943,176.66,2.51,0.213323,2126.8,125.0,57,9,0,0,0,0,0,0,PROCEED
clip_0383,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0383.wav,and we have people experience in agriculture to turn around the agriculture sector.,5.0,0.024862,0.017347,150.4,5.34,0.193537,1970.13,110.29,83,13,0,0,0,0,0,0,PROCEED
clip_0384,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0384.wav,"So, despite all the ups and downs in agriculture, one product has kept...",5.0,0.041863,0.037815,329.36,287.89,0.179523,1829.75,104.17,73,13,0,0,0,0,0,0,PROCEED
clip_0385,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0385.wav,Sri Lanka's agriculture in the forefront. I'm talking about Ceylon tea for 100.,5.0,0.03161,0.031844,448.35,419.44,0.188315,1918.04,133.93,79,13,0,0,0,0,0,0,PROCEED
clip_0386,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0386.wav,and 50 years it has been a global brand and it's still...,2.837,0.022578,0.01496,149.35,4.66,0.179677,1868.02,104.17,57,12,0,0,0,0,0,0,PROCEED
clip_0387,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0387.wav,"Again, you can see the concentration of those crops.",5.0,0.024389,0.030392,976.53,34.79,0.203228,2087.92,117.19,52,9,0,0,0,0,0,0,PROCEED
clip_0388,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0388.wav,"not mainly in the dry zone, but in the central, western Sabaragamur.",5.0,0.030506,0.024131,1005.23,19.89,0.169203,1788.83,125.0,68,12,0,0,0,0,0,0,PROCEED
clip_0389,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0389.wav,areas. So why is agriculture important for Sri Lanka?,5.0,0.023267,0.022584,991.88,40.9,0.21156,2111.66,117.19,53,9,0,0,0,0,0,0,PROCEED
